CODE,DESCRIPTION,LAST_UPDATED
B221,HIV disease resulting in lymphoid interstitial pneumonitis,2025-09-10
B222,HIV disease resulting in wasting syndrome,2025-09-10
B227,HIV disease resulting in multiple diseases classified elsewhere,2025-09-10
B23,Human immunodeficiency virus [HIV] disease resulting in other conditions,2025-09-10
B230,Acute HIV infection syndrome,2025-09-10
B231,HIV disease resulting in (persistent) generalized lymphadenopathy,2025-09-10
B232,"HIV disease resulting in haematological and immunological abnormalities, not elsewhere classified",2025-09-10
B238,HIV disease resulting in other specified conditions,2025-09-10
B24,Unspecified human immunodeficiency virus [HIV] disease,2025-09-10
B25,Cytomegaloviral disease,2025-09-10
B250,Cytomegaloviral pneumonitis,2025-09-10
B251,Cytomegaloviral hepatitis,2025-09-10
B252,Cytomegaloviral pancreatitis,2025-09-10
B258,Other cytomegaloviral diseases,2025-09-10
B259,"Cytomegaloviral disease, unspecified",2025-09-10
B26,Mumps,2025-09-10
B260,Mumps orchitis,2025-09-10
B261,Mumps meningitis,2025-09-10
B262,Mumps encephalitis,2025-09-10
B263,Mumps pancreatitis,2025-09-10
B268,Mumps with other complications,2025-09-10
B269,Mumps without complication,2025-09-10
B27,Infectious mononucleosis,2025-09-10
B270,Gammaherpesviral mononucleosis,2025-09-10
B271,Cytomegaloviral mononucleosis,2025-09-10
B278,Other infectious mononucleosis,2025-09-10
B279,"Infectious mononucleosis, unspecified",2025-09-10
B30,Viral conjunctivitis,2025-09-10
B300,Keratoconjunctivitis due to adenovirus,2025-09-10
B301,Conjunctivitis due to adenovirus,2025-09-10
B302,Viral pharyngoconjunctivitis,2025-09-10
B303,Acute epidemic haemorrhagic conjunctivitis (enteroviral),2025-09-10
B308,Other viral conjunctivitis,2025-09-10
B309,"Viral conjunctivitis, unspecified",2025-09-10
B33,"Other viral diseases, not elsewhere classified",2025-09-10
B330,Epidemic myalgia,2025-09-10
B331,Ross River disease,2025-09-10
B332,Viral carditis,2025-09-10
B333,"Retrovirus infections, not elsewhere classified",2025-09-10
B334,Hantavirus (cardio-)pulmonary syndrome [HPS] [HCPS],2025-09-10
B338,Other specified viral diseases,2025-09-10
B34,Viral infection of unspecified site,2025-09-10
B340,"Adenovirus infection, unspecified site",2025-09-10
B341,"Enterovirus infection, unspecified site",2025-09-10
B342,"Coronavirus infection, unspecified site",2025-09-10
B343,"Parvovirus infection, unspecified site",2025-09-10
B344,"Papovavirus infection, unspecified site",2025-09-10
B348,Other viral infections of unspecified site,2025-09-10
B349,"Viral infection, unspecified",2025-09-10
B35,Dermatophytosis,2025-09-10
B350,Tinea barbae and tinea capitis,2025-09-10
B351,Tinea unguium,2025-09-10
B352,Tinea manuum,2025-09-10
B353,Tinea pedis,2025-09-10
B354,Tinea corporis,2025-09-10
B355,Tinea imbricata,2025-09-10
B356,Tinea inguinalis [Tinea cruris],2025-09-10
B358,Other dermatophytoses,2025-09-10
B359,"Dermatophytosis, unspecified",2025-09-10
B36,Other superficial mycoses,2025-09-10
B360,Pityriasis versicolor,2025-09-10
B361,Tinea nigra,2025-09-10
B362,White piedra,2025-09-10
B363,Black piedra,2025-09-10
B368,Other specified superficial mycoses,2025-09-10
B369,"Superficial mycosis, unspecified",2025-09-10
B37,Candidiasis,2025-09-10
B370,Candidal stomatitis,2025-09-10
B371,Pulmonary candidiasis,2025-09-10
B372,Candidiasis of skin and nail,2025-09-10
B373,Candidiasis of vulva and vagina,2025-09-10
B374,Candidiasis of other urogenital sites,2025-09-10
B375,Candidal meningitis,2025-09-10
B376,Candidal endocarditis,2025-09-10
B377,Candidal sepsis,2025-09-10
B378,Candidiasis of other sites,2025-09-10
B379,"Candidiasis, unspecified",2025-09-10
B38,Coccidioidomycosis,2025-09-10
B380,Acute pulmonary coccidioidomycosis,2025-09-10
B381,Chronic pulmonary coccidioidomycosis,2025-09-10
B382,"Pulmonary coccidioidomycosis, unspecified",2025-09-10
B383,Cutaneous coccidioidomycosis,2025-09-10
B384,Coccidioidomycosis meningitis,2025-09-10
B387,Disseminated coccidioidomycosis,2025-09-10
B388,Other forms of coccidioidomycosis,2025-09-10
B389,"Coccidioidomycosis, unspecified",2025-09-10
B39,Histoplasmosis,2025-09-10
B390,Acute pulmonary histoplasmosis capsulati,2025-09-10
B391,Chronic pulmonary histoplasmosis capsulati,2025-09-10
B392,"Pulmonary histoplasmosis capsulati, unspecified",2025-09-10
B393,Disseminated histoplasmosis capsulati,2025-09-10
B394,"Histoplasmosis capsulati, unspecified",2025-09-10
B395,Histoplasmosis duboisii,2025-09-10
B399,"Histoplasmosis, unspecified",2025-09-10
B40,Blastomycosis,2025-09-10
B400,Acute pulmonary blastomycosis,2025-09-10
B401,Chronic pulmonary blastomycosis,2025-09-10
B402,"Pulmonary blastomycosis, unspecified",2025-09-10
B403,Cutaneous blastomycosis,2025-09-10
B407,Disseminated blastomycosis,2025-09-10
B408,Other forms of blastomycosis,2025-09-10
B409,"Blastomycosis, unspecified",2025-09-10
B41,Paracoccidioidomycosis,2025-09-10
B410,Pulmonary paracoccidioidomycosis,2025-09-10
B417,Disseminated paracoccidioidomycosis,2025-09-10
B418,Other forms of paracoccidioidomycosis,2025-09-10
B419,"Paracoccidioidomycosis, unspecified",2025-09-10
B42,Sporotrichosis,2025-09-10
B420,Pulmonary sporotrichosis,2025-09-10
B421,Lymphocutaneous sporotrichosis,2025-09-10
B427,Disseminated sporotrichosis,2025-09-10
B428,Other forms of sporotrichosis,2025-09-10
B429,"Sporotrichosis, unspecified",2025-09-10
B43,Chromomycosis and phaeomycotic abscess,2025-09-10
B430,Cutaneous chromomycosis,2025-09-10
B431,Phaeomycotic brain abscess,2025-09-10
B432,Subcutaneous phaeomycotic abscess and cyst,2025-09-10
B438,Other forms of chromomycosis,2025-09-10
B439,"Chromomycosis, unspecified",2025-09-10
B44,Aspergillosis,2025-09-10
B440,Invasive pulmonary aspergillosis,2025-09-10
B441,Other pulmonary aspergillosis,2025-09-10
B442,Tonsillar aspergillosis,2025-09-10
B447,Disseminated aspergillosis,2025-09-10
B448,Other forms of aspergillosis,2025-09-10
B449,"Aspergillosis, unspecified",2025-09-10
B45,Cryptococcosis,2025-09-10
B450,Pulmonary cryptococcosis,2025-09-10
B451,Cerebral cryptococcosis,2025-09-10
B452,Cutaneous cryptococcosis,2025-09-10
B453,Osseous cryptococcosis,2025-09-10
B457,Disseminated cryptococcosis,2025-09-10
B458,Other forms of cryptococcosis,2025-09-10
B459,"Cryptococcosis, unspecified",2025-09-10
B46,Zygomycosis,2025-09-10
B460,Pulmonary mucormycosis,2025-09-10
B461,Rhinocerebral mucormycosis,2025-09-10
B462,Gastrointestinal mucormycosis,2025-09-10
B463,Cutaneous mucormycosis,2025-09-10
B464,Disseminated mucormycosis,2025-09-10
B465,"Mucormycosis, unspecified",2025-09-10
B468,Other zygomycoses,2025-09-10
B469,"Zygomycosis, unspecified",2025-09-10
B47,Mycetoma,2025-09-10
B470,Eumycetoma,2025-09-10
B471,Actinomycetoma,2025-09-10
B479,"Mycetoma, unspecified",2025-09-10
B48,"Other mycoses, not elsewhere classified",2025-09-10
B480,Lobomycosis,2025-09-10
B481,Rhinosporidiosis,2025-09-10
B482,Allescheriasis,2025-09-10
B483,Geotrichosis,2025-09-10
B484,Penicillosis,2025-09-10
B485,Pneumocystosis,2025-09-10
B487,Opportunistic mycoses,2025-09-10
B488,Other specified mycoses,2025-09-10
B49,Unspecified mycosis,2025-09-10
B50,Plasmodium falciparum malaria,2025-09-10
B500,Plasmodium falciparum malaria with cerebral complications,2025-09-10
B508,Other severe and complicated Plasmodium falciparum malaria,2025-09-10
B509,"Plasmodium falciparum malaria, unspecified",2025-09-10
B51,Plasmodium vivax malaria,2025-09-10
B510,Plasmodium vivax malaria with rupture of spleen,2025-09-10
B518,Plasmodium vivax malaria with other complications,2025-09-10
B519,Plasmodium vivax malaria without complication,2025-09-10
B52,Plasmodium malariae malaria,2025-09-10
B520,Plasmodium malariae malaria with nephropathy,2025-09-10
B528,Plasmodium malariae malaria with other complications,2025-09-10
B529,Plasmodium malariae malaria without complication,2025-09-10
B53,Other parasitologically confirmed malaria,2025-09-10
B530,Plasmodium ovale malaria,2025-09-10
B531,Malaria due to simian plasmodia,2025-09-10
B538,"Other parasitologically confirmed malaria, not elsewhere classified",2025-09-10
B54,Unspecified malaria,2025-09-10
B55,Leishmaniasis,2025-09-10
B550,Visceral leishmaniasis,2025-09-10
B551,Cutaneous leishmaniasis,2025-09-10
B552,Mucocutaneous leishmaniasis,2025-09-10
B559,"Leishmaniasis, unspecified",2025-09-10
B56,African trypanosomiasis,2025-09-10
B560,Gambiense trypanosomiasis,2025-09-10
B561,Rhodesiense trypanosomiasis,2025-09-10
B569,"African trypanosomiasis, unspecified",2025-09-10
B57,Chagas disease,2025-09-10
B570,Acute Chagas disease with heart involvement,2025-09-10
B571,Acute Chagas disease without heart involvement,2025-09-10
B572,Chagas disease (chronic) with heart involvement,2025-09-10
B573,Chagas disease (chronic) with digestive system involvement,2025-09-10
B574,Chagas disease (chronic) with nervous system involvement,2025-09-10
B575,Chagas disease (chronic) with other organ involvement,2025-09-10
B58,Toxoplasmosis,2025-09-10
B580,Toxoplasma oculopathy,2025-09-10
B581,Toxoplasma hepatitis,2025-09-10
B582,Toxoplasma meningoencephalitis,2025-09-10
B583,Pulmonary toxoplasmosis,2025-09-10
B588,Toxoplasmosis with other organ involvement,2025-09-10
B589,"Toxoplasmosis, unspecified",2025-09-10
B60,"Other protozoal diseases, not elsewhere classified",2025-09-10
B600,Babesiosis,2025-09-10
B601,Acanthamoebiasis,2025-09-10
B602,Naegleriasis,2025-09-10
B608,Other specified protozoal diseases,2025-09-10
B64,Unspecified protozoal disease,2025-09-10
B65,Schistosomiasis [bilharziasis],2025-09-10
B650,Schistosomiasis due to Schistosoma haematobium [urinary schistosomiasis],2025-09-10
B651,Schistosomiasis due to Schistosoma mansoni [intestinal schistosomiasis],2025-09-10
B652,Schistosomiasis due to Schistosoma japonicum,2025-09-10
B653,Cercarial dermatitis,2025-09-10
B658,Other schistosomiases,2025-09-10
B659,"Schistosomiasis, unspecified",2025-09-10
B66,Other fluke infections,2025-09-10
B660,Opisthorchiasis,2025-09-10
B661,Clonorchiasis,2025-09-10
B662,Dicrocoeliasis,2025-09-10
B663,Fascioliasis,2025-09-10
B664,Paragonimiasis,2025-09-10
B665,Fasciolopsiasis,2025-09-10
B668,Other specified fluke infections,2025-09-10
B669,"Fluke infection, unspecified",2025-09-10
B67,Echinococcosis,2025-09-10
B670,Echinococcus granulosus infection of liver,2025-09-10
B671,Echinococcus granulosus infection of lung,2025-09-10
B672,Echinococcus granulosus infection of bone,2025-09-10
B673,"Echinococcus granulosus infection, other and multiple sites",2025-09-10
B674,"Echinococcus granulosus infection, unspecified",2025-09-10
B675,Echinococcus multilocularis infection of liver,2025-09-10
B676,"Echinococcus multilocularis infection, other and multiple sites",2025-09-10
B677,"Echinococcus multilocularis infection, unspecified",2025-09-10
B678,"Echinococcosis, unspecified, of liver",2025-09-10
B679,"Echinococcosis, other and unspecified",2025-09-10
B68,Taeniasis,2025-09-10
B680,Taenia solium taeniasis,2025-09-10
B681,Taenia saginata taeniasis,2025-09-10
B689,"Taeniasis, unspecified",2025-09-10
B69,Cysticercosis,2025-09-10
B690,Cysticercosis of central nervous system,2025-09-10
B691,Cysticercosis of eye,2025-09-10
B698,Cysticercosis of other sites,2025-09-10
B699,"Cysticercosis, unspecified",2025-09-10
B70,Diphyllobothriasis and sparganosis,2025-09-10
B700,Diphyllobothriasis,2025-09-10
B701,Sparganosis,2025-09-10
B71,Other cestode infections,2025-09-10
B710,Hymenolepiasis,2025-09-10
B711,Dipylidiasis,2025-09-10
B718,Other specified cestode infections,2025-09-10
B719,"Cestode infection, unspecified",2025-09-10
B72,Dracunculiasis,2025-09-10
B73,Onchocerciasis,2025-09-10
B74,Filariasis,2025-09-10
B740,Filariasis due to Wuchereria bancrofti,2025-09-10
B741,Filariasis due to Brugia malayi,2025-09-10
B742,Filariasis due to Brugia timori,2025-09-10
B743,Loiasis,2025-09-10
B744,Mansonelliasis,2025-09-10
B748,Other filariases,2025-09-10
B749,"Filariasis, unspecified",2025-09-10
B75,Trichinellosis,2025-09-10
B76,Hookworm diseases,2025-09-10
B760,Ancylostomiasis,2025-09-10
B761,Necatoriasis,2025-09-10
B768,Other hookworm diseases,2025-09-10
B769,"Hookworm disease, unspecified",2025-09-10
B77,Ascariasis,2025-09-10
B770,Ascariasis with intestinal complications,2025-09-10
B778,Ascariasis with other complications,2025-09-10
B779,"Ascariasis, unspecified",2025-09-10
B78,Strongyloidiasis,2025-09-10
B780,Intestinal strongyloidiasis,2025-09-10
B781,Cutaneous strongyloidiasis,2025-09-10
B787,Disseminated strongyloidiasis,2025-09-10
B789,"Strongyloidiasis, unspecified",2025-09-10
B79,Trichuriasis,2025-09-10
B80,Enterobiasis,2025-09-10
B81,"Other intestinal helminthiases, not elsewhere classified",2025-09-10
B810,Anisakiasis,2025-09-10
B811,Intestinal capillariasis,2025-09-10
B812,Trichostrongyliasis,2025-09-10
B813,Intestinal angiostrongyliasis,2025-09-10
B814,Mixed intestinal helminthiases,2025-09-10
B818,Other specified intestinal helminthiases,2025-09-10
B82,Unspecified intestinal parasitism,2025-09-10
B820,"Intestinal helminthiasis, unspecified",2025-09-10
B829,"Intestinal parasitism, unspecified",2025-09-10
B83,Other helminthiases,2025-09-10
B830,Visceral larva migrans,2025-09-10
B831,Gnathostomiasis,2025-09-10
B832,Angiostrongyliasis due to Parastrongylus cantonensis,2025-09-10
B833,Syngamiasis,2025-09-10
B834,Internal hirudiniasis,2025-09-10
B838,Other specified helminthiases,2025-09-10
B839,"Helminthiasis, unspecified",2025-09-10
B85,Pediculosis and phthiriasis,2025-09-10
B850,Pediculosis due to Pediculus humanus capitis,2025-09-10
B851,Pediculosis due to Pediculus humanus corporis,2025-09-10
B852,"Pediculosis, unspecified",2025-09-10
B853,Phthiriasis,2025-09-10
B854,Mixed pediculosis and phthiriasis,2025-09-10
B86,Scabies,2025-09-10
B87,Myiasis,2025-09-10
B870,Cutaneous myiasis,2025-09-10
B871,Wound myiasis,2025-09-10
B872,Ocular myiasis,2025-09-10
B873,Nasopharyngeal myiasis,2025-09-10
B874,Aural myiasis,2025-09-10
B878,Myiasis of other sites,2025-09-10
B879,"Myiasis, unspecified",2025-09-10
B88,Other infestations,2025-09-10
B880,Other acariasis,2025-09-10
B881,Tungiasis [sandflea infestation],2025-09-10
B882,Other arthropod infestations,2025-09-10
B883,External hirudiniasis,2025-09-10
B888,Other specified infestations,2025-09-10
B889,"Infestation, unspecified",2025-09-10
B89,Unspecified parasitic disease,2025-09-10
B90,Sequelae of tuberculosis,2025-09-10
B900,Sequelae of central nervous system tuberculosis,2025-09-10
B901,Sequelae of genitourinary tuberculosis,2025-09-10
B902,Sequelae of tuberculosis of bones and joints,2025-09-10
B908,Sequelae of tuberculosis of other organs,2025-09-10
B909,Sequelae of respiratory and unspecified tuberculosis,2025-09-10
B91,Sequelae of poliomyelitis,2025-09-10
B92,Sequelae of leprosy,2025-09-10
B94,Sequelae of other and unspecified infectious and parasitic diseases,2025-09-10
B940,Sequelae of trachoma,2025-09-10
B941,Sequelae of viral encephalitis,2025-09-10
B942,Sequelae of viral hepatitis,2025-09-10
B948,Sequelae of other specified infectious and parasitic diseases,2025-09-10
B949,Sequelae of unspecified infectious or parasitic disease,2025-09-10
B95,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,2025-09-10
B950,"Streptococcus, group A, as the cause of diseases classified to other chapters",2025-09-10
B951,"Streptococcus, group B, as the cause of diseases classified to other chapters",2025-09-10
B952,Streptococcus group D and enterococcus as the cause of diseases classified to other chapters,2025-09-10
B953,Streptococcus pneumoniae as the cause of diseases classified to other chapters,2025-09-10
B954,Other streptococcus as the cause of diseases classified to other chapters,2025-09-10
B955,Unspecified streptococcus as the cause of diseases classified to other chapters,2025-09-10
B956,Staphylococcus aureus as the cause of diseases classified to other chapters,2025-09-10
B957,Other staphylococcus as the cause of diseases classified to other chapters,2025-09-10
B958,Unspecified staphylococcus as the cause of diseases classified to other chapters,2025-09-10
B96,Other specified bacterial agents as the cause of diseases classified to other chapters,2025-09-10
B960,Mycoplasma pneumoniae [M. pneumoniae] as the cause of diseases classified to other chapters,2025-09-10
B961,Klebsiella pneumoniae [K. pneumoniae] as the cause of diseases classified to other chapters,2025-09-10
B962,Escherichia coli [E. coli] as the cause of diseases classified to other chapters,2025-09-10
B963,Haemophilus influenzae [H. influenzae] as the cause of diseases classified to other chapters,2025-09-10
